"High_Consumer_Employee","Total_Employees","Payment_Date","Departament_id"
"1","6","20161231",2
"1","6","20170211",2
"3","24","20140104",3
"2","12","20140104",5
"1","9","20170715",5
"0","2","20160409",6
"0","2","20160730",6
"0","4","20161231",6
"0","4","20170211",6
"0","1","20140118",7
"0","1","20141011",7
"0","1","20141220",7
"0","1","20161105",7
"0","1","20170128",7
"0","1","20170311",7
"0","1","20171104",7
"0","1","20171202",7
"0","1","20180113",7
"1","2","20181229",7
"1","2","20190323",7
"0","7","20140215",8
"0","6","20140913",8
"0","4","20160116",8
"0","3","20190518",8
"7","16","20140524",9
"2","11","20160604",9
"3","7","20180127",9
"4","7","20180310",9
"2","6","20131123",10
"3","5","20140215",10
"1","4","20140913",10
"5","24","20140104",11
"2","13","20190713",11
"20","157","20140329",12
"17","97","20160910",12
"17","88","20170520",12
"4","60","20181020",12
"15","28","20170325",13
"5","22","20180728",13
"6","19","20190713",13
"0","4","20130831",14
"1","4","20140301",14
"1","5","20140830",14
"0","5","20150606",14
"1","4","20151205",14
"0","3","20180908",14
"0","3","20190209",14
"0","6","20140315",15
"2","5","20140802",15
"2","5","20140830",15
"0","4","20150103",15
"0","5","20150606",15
"0","4","20150801",15
"0","4","20150815",15
"1","3","20160507",15
"1","2","20161008",15
"1","4","20180324",15
"2","4","20180908",15
"2","4","20181117",15
"2","3","20190810",15
"0","2","20140705",17
"0","2","20140927",17
"0","2","20150314",17
"0","1","20150926",17
"0","1","20151024",17
"0","1","20151219",17
"0","1","20160521",17
"0","2","20181006",17
"0","2","20181201",17
"12","59","20160827",18
"5","54","20170715",18
"3","16","20150328",19
"3","14","20160312",19
"3","14","20160716",19
"3","14","20160730",19
"0","12","20170225",19
"1","7","20190420",19
"1","4","20170715",20
"0","4","20181020",20
"1","5","20140412",21
"0","5","20140524",21
"0","6","20151219",21
"0","6","20160716",21
"0","6","20160730",21
"0","6","20170408",21
"2","5","20190406",21
"0","1","20170325",22
"0","1","20170422",22
"0","1","20180728",22
"18","77","20131221",24
"20","76","20140315",24
"17","68","20150103",24
"18","68","20150801",24
"19","63","20160213",24
"8","46","20180421",24
"6","40","20181117",24
"6","37","20190810",24
"20","205","20150411",25
"22","114","20180407",25
"6","27","20140329",27
"7","23","20150228",27
"7","21","20160827",27
"5","19","20170715",27
"5","19","20170826",27
"6","16","20180210",27
"7","16","20180616",27
"2","9","20131123",29
"2","9","20141220",29
"1","5","20170506",29
"1","5","20171202",29
"2","5","20181229",29
"2","5","20190323",29
"0","2","20130914",30
"0","2","20151107",30
"1","3","20190504",30
"2","3","20190615",30
"27","93","20140104",31
"0","1","20140329",1
"0","1","20150411",1
"0","1","20160910",1
"4","9","20140201",2
"3","8","20160213",2
"1","5","20181117",2
"4","22","20140426",3
"5","21","20171230",3
"10","20","20180714",3
"11","20","20190112",3
"8","19","20190309",3
"5","18","20131109",5
"1","9","20170923",5
"2","9","20171230",5
"3","9","20180310",5
"1","9","20180714",5
"2","10","20181201",5
"2","8","20190309",5
"0","6","20130914",6
"0","5","20141025",6
"0","5","20150509",6
"0","4","20161217",6
"0","1","20151024",7
"0","1","20160521",7
"0","1","20160604",7
"1","2","20180922",7
"0","2","20190727",7
"0","6","20150214",8
"0","5","20150801",8
"0","4","20160827",8
"0","3","20170225",8
"0","3","20170715",8
"3","16","20131012",9
"7","16","20140329",9
"4","11","20160102",9
"2","10","20161231",9
"1","9","20170128",9
"4","7","20180630",9
"4","6","20181229",9
"2","5","20190504",9
"0","6","20130831",10
"1","4","20140830",10
"0","3","20150606",10
"0","1","20180505",10
"0","1","20180602",10
"0","1","20180908",10
"0","1","20190810",10
"5","21","20151010",11
"3","20","20160618",11
"2","12","20190126",11
"2","13","20190518",11
"2","13","20190601",11
"23","138","20150704",12
"15","117","20151121",12
"16","112","20160604",12
"15","79","20171007",12
"7","30","20131123",13
"9","30","20140215",13
"7","29","20150131",13
"8","25","20170729",13
"6","23","20180210",13
"5","21","20181006",13
"5","20","20190126",13
"2","5","20140816",14
"0","3","20160423",14
"0","3","20160521",14
"0","3","20190112",14
"0","7","20130928",15
"2","4","20181006",15
"1","3","20190126",15
"1","3","20190601",15
"0","2","20140830",17
"0","2","20141220",17
"0","2","20150228",17
"0","2","20150606",17
"0","1","20161119",17
"0","1","20171104",17
"0","2","20180908",17
"0","2","20190209",17
"13","72","20140705",18
"9","59","20160423",18
"10","45","20190629",18
"2","15","20150131",19
"1","7","20190223",19
"1","8","20190601",19
"0","6","20131109",20
"0","6","20140510",20
"0","5","20160924",20
"0","3","20170923",20
"0","4","20171230",20
"0","4","20180310",20
"0","4","20180714",20
"0","4","20181201",20
"0","4","20190309",20
"0","4","20150425",21
"0","6","20170909",21
"0","1","20130914",22
"0","1","20140215",22
"0","1","20150131",22
"0","1","20180113",22
"0","1","20180210",22
"0","1","20190223",22
"18","77","20140215",24
"19","80","20140607",24
"20","81","20140705",24
"19","248","20130914",25
"19","209","20150117",25
"18","99","20190223",25
"10","28","20130928",27
"6","24","20140816",27
"5","24","20140927",27
"8","15","20190518",27
"0","9","20140201",29
"2","9","20140524",29
"2","8","20151205",29
"2","8","20151219",29
"1","5","20170408",29
"2","4","20181117",29
"0","2","20140315",30
"0","2","20140524",30
"0","3","20160409",30
"0","3","20160507",30
"0","3","20160827",30
"1","3","20180127",30
"1","3","20190420",30
"16","57","20171021",31
"14","56","20171230",31
"0","1","20131221",1
"0","1","20140315",1
"0","1","20150214",1
"0","3","20150801",1
"0","1","20171007",1
"4","9","20140412",2
"3","8","20150926",2
"3","8","20151219",2
"4","8","20160423",2
"1","6","20170408",2
"1","6","20170520",2
"1","6","20170923",2
"1","4","20190112",2
"1","4","20190601",2
"3","24","20131221",3
"6","20","20150214",3
"6","23","20160227",3
"6","23","20171007",3
"9","21","20180825",3
"1","11","20150425",5
"2","9","20160227",5
"2","10","20181117",5
"0","4","20151010",6
"0","5","20170923",6
"0","6","20181201",6
"0","1","20170114",7
"0","1","20170506",7
"0","1","20180210",7
"0","7","20131012",8
"0","6","20141206",8
"0","6","20150411",8
"0","4","20160102",8
"0","4","20160326",8
"0","3","20170128",8
"0","3","20170701",8
"0","4","20181229",8
"0","4","20190323",8
"0","3","20190504",8
"7","16","20140315",9
"6","16","20140802",9
"4","12","20150718",9
"3","12","20150801",9
"2","11","20160716",9
"4","6","20180908",9
"4","6","20181103",9
"4","6","20181215",9
"2","5","20190810",9
"2","5","20140607",10
"1","4","20141220",10
"0","2","20160102",10
"0","2","20170506",10
"0","2","20170701",10
"0","2","20171104",10
"0","1","20180407",10
"0","1","20190323",10
"6","24","20140315",11
"4","22","20150103",11
"3","19","20160213",11
"4","20","20160507",11
"3","17","20161217",11
"1","16","20171007",11
"0","13","20180127",11
"2","13","20190420",11
"26","138","20150509",12
"17","114","20160423",12
"14","111","20160813",12
"17","91","20170211",12
"15","79","20170923",12
"6","58","20190601",12
"9","29","20140510",13
"10","28","20150620",13
"12","29","20160507",13
"6","24","20170909",13
"0","5","20150704",14
"0","3","20171007",14
"0","3","20181117",14
"0","6","20140104",15
"0","3","20160213",15
"1","4","20180127",15
"1","5","20190713",15
"0","2","20140412",17
"0","2","20141108",17
"0","1","20170211",17
"0","1","20170408",17
"0","1","20170520",17
"0","1","20180519",17
"0","2","20190406",17
"13","66","20150425",18
"11","48","20181117",18
"2","14","20131207",19
"2","14","20140201",19
"1","12","20170603",19
"1","11","20171021",19
"1","8","20190727",19
"0","5","20150425",20
"0","5","20150509",20
"0","5","20160227",20
"0","5","20160423",20
"0","5","20141108",21
"1","4","20150314",21
"0","4","20150718",21
"1","6","20151024",21
"0","6","20160521",21
"0","6","20160924",21
"0","6","20170211",21
"2","5","20190309",21
"0","1","20131109",22
"0","1","20140510",22
"0","1","20150912",22
"0","1","20160116",22
"16","76","20140104",24
"18","75","20140830",24
"19","68","20150815",24
"11","60","20161008",24
"19","245","20131109",25
"16","218","20140913",25
"20","188","20150912",25
"22","175","20160116",25
"22","166","20160326",25
"11","97","20190518",25
"6","24","20141025",27
"8","23","20150509",27
"7","23","20150523",27
"5","19","20170114",27
"1","5","20161119",29
"0","1","20170923",1
"4","9","20141011",2
"3","8","20160827",2
"1","6","20170311",2
"1","6","20170715",2
"1","5","20180811",2
"6","20","20141108",3
"8","21","20180407",3
"3","12","20140412",5
"2","12","20140816",5
"2","11","20150620",5
"1","9","20151219",5
"1","8","20160326",5
"1","8","20170408",5
"2","9","20190126",5
"0","5","20131221",6
"0","5","20150103",6
"0","4","20150801",6
"0","3","20150829",6
"0","4","20151121",6
"0","6","20171216",6
"0","1","20130831",7
"0","1","20140510",7
"0","1","20151219",7
"0","1","20170225",7
"1","2","20180505",7
"0","3","20161217",8
"0","3","20170812",8
"0","4","20180602",8
"6","16","20131221",9
"4","7","20180210",9
"4","6","20181020",9
"2","5","20190629",9
"0","3","20150328",10
"0","3","20150425",10
"0","2","20160924",10
"0","1","20180421",10
"0","1","20180922",10
"0","1","20181103",10
"4","23","20140621",11
"26","161","20130831",12
"19","156","20140524",12
"10","70","20180505",12
"8","29","20141108",13
"10","28","20150926",13
"12","28","20170128",13
"13","28","20170211",13
"6","23","20180407",13
"6","23","20180616",13
"0","3","20160813",14
"0","3","20170701",14
"0","3","20170923",14
"0","3","20180224",14
"0","4","20151010",15
"1","2","20160618",15
"1","4","20180310",15
"1","3","20190629",15
"0","2","20150117",17
"0","2","20150214",17
"0","2","20150425",17
"0","2","20150829",17
"0","1","20170311",17
"0","1","20170909",17
"10","69","20140913",18
"11","48","20181201",18
"2","14","20131123",19
"2","14","20140118",19
"3","14","20160130",19
"3","14","20160813",19
"2","14","20161105",19
"1","9","20181020",19
"0","6","20140301",20
"0","6","20140412",20
"0","6","20140816",20
"0","5","20150620",20
"0","5","20151205",20
"0","5","20151219",20
"1","4","20170408",20
"0","5","20141025",21
"0","5","20141220",21
"0","6","20160227",21
"0","6","20161105",21
"0","6","20170114",21
"0","6","20170729",21
"1","5","20171104",21
"1","5","20181020",21
"0","1","20150214",22
"0","1","20150523",22
"0","1","20160227",22
"0","1","20170729",22
"0","1","20170826",22
"0","1","20180616",22
"6","40","20181201",24
"6","39","20190518",24
"15","215","20141011",25
"22","175","20160130",25
"19","146","20170311",25
"24","115","20171216",25
"21","109","20180811",25
"20","106","20181020",25
"5","22","20160618",27
"6","18","20171230",27
"6","16","20180127",27
"7","15","20190309",27
"7","15","20190629",27
"1","7","20160716",29
"1","7","20160730",29
"1","7","20160924",29
"1","5","20170225",29
"1","5","20170603",29
"2","5","20190406",29
"2","5","20190727",29
"0","2","20150314",30
"0","2","20150704",30
"0","2","20150718",30
"1","4","20170617",30
"1","4","20180505",30
"15","65","20170422",31
"17","61","20170701",31
"13","49","20181103",31
"15","49","20181201",31
"15","47","20190518",31
"1","6","20140705",33
"2","6","20150314",33
"1","6","20160116",33
"2","6","20170617",33
"1","3","20180519",33
"1","2","20140913",1
"0","1","20151010",1
"0","1","20160618",1
"0","1","20160813",1
"4","9","20140104",2
"4","9","20150214",2
"4","9","20150425",2
"4","9","20150523",2
"4","8","20160312",2
"1","6","20170826",2
"1","6","20171007",2
"1","5","20180616",2
"4","25","20130928",3
"5","21","20140719",3
"7","20","20140927",3
"6","23","20151024",3
"5","22","20160521",3
"8","23","20180224",3
"3","12","20140118",5
"2","12","20140705",5
"1","9","20170617",5
"2","10","20181006",5
"0","5","20131026",6
"0","3","20161119",6
"0","7","20190420",6
"0","1","20140201",7
"0","1","20150704",7
"0","1","20170603",7
"1","2","20180728",7
"0","6","20141122",8
"0","6","20150117",8
"0","6","20150228",8
"0","6","20150509",8
"0","4","20150815",8
"0","4","20161008",8
"0","4","20181117",8
"0","3","20190810",8
"3","16","20131026",9
"4","16","20131123",9
"2","12","20151010",9
"1","6","20171216",9
"0","3","20150718",10
"0","2","20160716",10
"0","2","20171118",10
"0","1","20190420",10
"5","23","20140607",11
"3","19","20160102",11
"4","20","20160409",11
"3","17","20161022",11
"2","13","20180825",11
"18","144","20141122",12
"15","120","20150815",12
"16","95","20161008",12
"17","94","20161217",12
"14","74","20171118",12
"5","58","20190810",12
"11","28","20160130",13
"15","28","20170311",13
"1","5","20141108",14
"1","5","20150926",14
"0","3","20161231",14
"0","3","20170211",14
"0","3","20180407",14
"0","3","20190518",14
"0","4","20171216",15
"0","1","20180616",17
"13","72","20140118",18
"13","72","20140607",18
"10","61","20150912",18
"10","58","20160702",18
"5","54","20170603",18
"6","45","20190504",18
"9","45","20190601",18
"3","14","20150926",19
"3","14","20151010",19
"3","14","20160227",19
"3","14","20160326",19
"2","13","20170729",19
"0","7","20190126",19
"0","6","20140705",20
"0","5","20150718",20
"1","4","20170325",20
"1","4","20170617",20
"1","5","20130914",21
"1","5","20131123",21
"0","5","20140830",21
"0","6","20161119",21
"0","6","20161203",21
"1","5","20181117",21
"0","1","20141011",22
"0","1","20160130",22
"0","1","20170311",22
"0","1","20171216",22
"0","1","20180811",22
"0","1","20181020",22
"17","68","20141206",24
"15","60","20160702",24
"9","53","20170701",24
"7","42","20181006",24
"6","40","20190601",24
"4","37","20190615",24
"20","245","20131026",25
"15","240","20140104",25
"16","206","20150214",25
"22","200","20150523",25
"21","169","20160312",25
"19","125","20170826",25
"27","111","20180616",25
"6","25","20140621",27
"7","25","20140802",27
"6","22","20160702",27
"6","15","20180324",27
"6","16","20180714",27
"7","16","20181215",27
"1","9","20131109",29
"2","9","20140510",29
"1","4","20180421",29
"1","4","20180728",29
"2","4","20181103",29
"0","2","20150620",30
"0","2","20150801",30
"0","3","20151205",30
"0","3","20160924",30
"1","3","20180922",30
"1","3","20181215",30
"0","1","20131207",1
"0","1","20141108",1
"0","2","20150509",1
"0","1","20170520",1
"4","9","20140315",2
"4","8","20160604",2
"1","5","20180825",2
"1","4","20190810",2
"6","22","20150815",3
"6","23","20150926",3
"6","22","20151010",3
"7","22","20161008",3
"8","22","20170211",3
"10","21","20180630",3
"7","21","20190223",3
"3","12","20140426",5
"2","12","20140802",5
"2","11","20150718",5
"2","11","20150801",5
"2","10","20151107",5
"3","9","20180324",5
"2","10","20180908",5
"0","5","20140301",6
"0","2","20160507",6
"0","4","20170520",6
"0","6","20171230",6
"0","6","20180113",6
"0","6","20181020",6
"0","6","20181117",6
"0","1","20140816",7
"0","1","20160827",7
"0","1","20161203",7
"0","2","20190518",7
"0","7","20130928",8
"0","6","20150523",8
"0","3","20170826",8
"6","16","20140719",9
"4","12","20150103",9
"3","12","20150117",9
"4","11","20160130",9
"2","8","20170520",9
"1","6","20170923",9
"4","6","20181117",9
"0","3","20150314",10
"0","2","20161203",10
"0","1","20181006",10
"1","16","20170909",11
"1","13","20180421",11
"2","13","20181103",11
"1","12","20181215",11
"20","147","20141011",12
"15","80","20170909",12
"8","29","20150509",13
"12","29","20160813",13
"12","29","20160910",13
"8","25","20170812",13
"0","4","20131207",14
"0","5","20150228",14
"0","5","20150829",14
"0","3","20181020",14
"0","6","20140524",15
"0","4","20160130",15
"1","4","20190223",15
"0","1","20160102",17
"0","1","20171021",17
"0","2","20190615",17
"14","72","20140301",18
"10","69","20141025",18
"9","69","20141206",18
"12","60","20160116",18
"10","60","20160507",18
"10","57","20161105",18
"8","53","20170114",18
"6","54","20170506",18
"3","52","20171104",18
"10","48","20181215",18
"2","14","20131221",19
"2","13","20140719",19
"2","13","20140927",19
"2","13","20150103",19
"2","15","20151024",19
"3","14","20160521",19
"1","12","20170520",19
"1","9","20181117",19
"1","8","20190629",19
"0","6","20140426",20
"0","6","20140802",20
"0","6","20140830",20
"0","5","20150606",20
"0","5","20150801",20
"0","5","20160213",20
"0","4","20180324",20
"0","4","20180908",20
"1","5","20131012",21
"1","5","20140215",21
"1","4","20150411",21
"0","4","20150801",21
"0","6","20160213",21
"0","1","20131026",22
"0","1","20141122",22
"0","1","20180602",22
"19","65","20151219",24
"15","61","20160716",24
"14","58","20160730",24
"10","54","20170715",24
"7","42","20180825",24
"7","40","20190406",24
"17","99","20190309",25
"8","27","20140118",27
"6","27","20140426",27
"5","24","20140830",27
"8","24","20141220",27
"6","22","20150606",27
"5","23","20150620",27
"4","23","20151205",27
"6","19","20170128",27
"7","16","20180908",27
"7","16","20181229",27
"2","9","20141025",29
"2","8","20160102",29
"1","7","20161022",29
"1","5","20171118",29
"1","4","20180519",29
"0","2","20140201",30
"0","2","20140705",30
"0","3","20161203",30
"1","3","20181201",30
"18","81","20150314",31
"0","2","20140802",1
"0","1","20150131",1
"0","3","20150606",1
"0","2","20150912",1
"0","1","20180908",1
"3","8","20160102",2
"2","6","20161022",2
"1","5","20180630",2
"1","5","20180922",2
"1","4","20190223",2
"5","22","20140315",3
"5","21","20160604",3
"1","8","20160507",5
"2","8","20160827",5
"2","10","20181103",5
"2","8","20190629",5
"0","5","20140118",6
"0","5","20140524",6
"0","4","20150620",6
"0","4","20151205",6
"0","3","20160130",6
"0","1","20150815",7
"0","1","20161008",7
"0","1","20171230",7
"1","2","20180519",7
"1","2","20190112",7
"0","7","20131026",8
"0","7","20140510",8
"0","4","20151010",8
"0","3","20171216",8
"0","4","20180728",8
"7","16","20140118",9
"5","14","20141108",9
"2","11","20161008",9
"2","9","20170211",9
"4","7","20180224",9
"1","4","20150214",10
"0","2","20151219",10
"0","2","20170422",10
"0","2","20170909",10
"0","1","20180825",10
"0","1","20190727",10
"3","23","20140705",11
"3","22","20150425",11
"5","21","20150718",11
"14","74","20171216",12
"11","69","20180210",12
"9","69","20180310",12
"10","70","20180728",12
"4","57","20190209",12
"7","58","20190615",12
"6","30","20131026",13
"8","30","20140104",13
"12","28","20160312",13
"12","29","20160521",13
"6","23","20171021",13
"1","5","20140524",14
"0","3","20171216",14
"0","3","20180210",14
"0","3","20180310",14
"0","3","20180728",14
"0","3","20190615",14
"0","3","20190629",14
"1","6","20140301",15
"1","5","20141108",15
"0","3","20170211",15
"0","2","20131207",17
"0","2","20140315",17
"0","1","20160827",17
"0","2","20180825",17
"13","72","20140426",18
"12","71","20140802",18
"9","69","20141220",18
"11","66","20150606",18
"10","50","20180324",18
"11","49","20180714",18
"11","49","20180908",18
"3","15","20130928",19
"2","15","20150829",19
"3","14","20151121",19
"3","14","20160409",19
"1","10","20180224",19
"0","6","20140607",20
"0","6","20150103",20
"0","5","20160326",20
"0","5","20160507",20
"0","5","20160827",20
"0","4","20180421",20
"0","4","20181117",20
"0","4","20190629",20
"1","5","20140201",21
"0","5","20140913",21
"1","5","20181201",21
"0","1","20140329",22
"0","1","20141108",22
"0","1","20150926",22
"0","1","20170128",22
"0","1","20180407",22
"18","81","20140510",24
"17","68","20141220",24
"6","39","20181229",24
"20","188","20150829",25
"20","125","20170909",25
"7","27","20140301",27
"6","25","20140607",27
"6","18","20170506",27
"5","19","20170923",27
"6","16","20180602",27
"7","16","20181117",27
"7","15","20190504",27
"1","5","20170617",29
"2","4","20181006",29
"2","5","20190601",29
"2","5","20190810",29
"0","2","20140215",30
"0","2","20141025",30
"0","3","20160116",30
"0","3","20161119",30
"0","3","20170225",30
"1","3","20171007",30
"1","3","20180519",30
"24","88","20140412",31
"29","73","20160326",31
"20","67","20170114",31
"15","65","20170408",31
"17","54","20180421",31
"15","48","20190126",31
"1","6","20130914",33
"0","1","20150103",1
"4","9","20140719",2
"4","9","20150131",2
"4","8","20160618",2
"1","6","20171021",2
"1","6","20180224",2
"1","5","20181201",2
"5","20","20150103",3
"6","22","20160130",3
"6","22","20160213",3
"6","23","20170729",3
"3","11","20150103",5
"2","11","20150117",5
"1","9","20160130",5
"1","9","20170729",5
"2","9","20171007",5
"0","5","20140412",6
"0","5","20140719",6
"0","4","20170408",6
"0","4","20170603",6
"0","5","20171021",6
"0","6","20180310",6
"0","7","20190601",6
"0","7","20190727",6
"0","1","20130914",7
"0","1","20131123",7
"0","1","20140215",7
"0","1","20150523",7
"1","2","20190126",7
"0","2","20190504",7
"0","2","20190615",7
"0","7","20140607",8
"0","3","20170422",8
"0","3","20171202",8
"3","12","20150815",9
"3","11","20160409",9
"3","11","20160507",9
"4","7","20180324",9
"2","5","20190420",9
"0","6","20131012",10
"0","2","20160326",10
"0","2","20161105",10
"0","2","20170128",10
"0","2","20171202",10
"0","1","20181229",10
"0","1","20190504",10
"5","24","20131221",11
"6","23","20140426",11
"4","20","20160312",11
"1","12","20181117",11
"22","156","20140705",12
"20","142","20150131",12
"4","59","20181201",12
"9","30","20140315",13
"10","29","20140426",13
"6","24","20171007",13
"4","21","20180714",13
"5","21","20181117",13
"1","5","20140510",14
"0","5","20150425",14
"0","3","20170812",14
"0","3","20170909",14
"0","6","20140426",15
"1","4","20160604",15
"1","3","20161217",15
"0","4","20171007",15
"0","2","20130928",17
"0","2","20140719",17
"0","2","20190629",17
"12","66","20150117",18
"12","67","20150228",18
"12","66","20150704",18
"9","61","20150829",18
"6","55","20170812",18
"3","52","20171007",18
"3","52","20171118",18
"3","14","20140524",19
"3","14","20160604",19
"2","14","20160924",19
"3","14","20161217",19
"0","5","20150117",20
"0","5","20150131",20
"0","5","20160130",20
"1","4","20170729",20
"0","4","20190223",20
"1","5","20130928",21
"1","5","20131207",21
"0","5","20140816",21
"0","5","20140927",21
"0","6","20160618",21
"1","5","20180922",21
"1","5","20190112",21
"1","5","20190727",21
"0","1","20151205",22
"0","1","20171230",22
"0","1","20180714",22
"17","77","20140201",24
"15","66","20150328",24
"19","66","20151121",24
"15","59","20160604",24
"12","55","20161217",24
"20","248","20130928",25
"7","23","20150117",27
"6","23","20150829",27
"7","19","20161203",27
"6","18","20171216",27
"7","15","20190223",27
"3","9","20130914",29
"0","9","20140118",29
"0","9","20140215",29
"2","9","20141011",29
"1","6","20161105",29
"1","5","20170311",29
"2","5","20170826",29
"1","4","20180811",29
"0","2","20131012",30
"0","2","20131221",30
"0","3","20170128",30
"1","3","20171202",30
"1","4","20180113",30
"1","4","20181006",30
"1","3","20181229",30
"22","85","20150103",31
"16","82","20150214",31
"29","73","20160213",31
"22","69","20161119",31
"0","1","20140104",1
"0","1","20150328",1
"4","9","20140621",2
"4","9","20140705",2
"4","8","20160521",2
